postcode,postcode_status,LSOA_code,LSOA_name,index_of_multiple_deprivation_rank int,index_of_multiple_deprivation_decile
GL51 5YJ,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YL,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YN,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YP,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YQ,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YR,Terminated,E01022170,Cheltenham 013D E01022170,31070,10
GL51 5YS,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YT,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YU,Terminated,E01022171,Cheltenham 013E E01022171,32690,10
GL51 5YW,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YX,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YY,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5YZ,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZA,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZB,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZE,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZH,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZJ,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZL,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZN,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZP,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZQ,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 5ZR,Terminated,E01022169,Cheltenham 013C E01022169,21107,7
GL51 6AA,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AB,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AD,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AE,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6AF,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6AG,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AH,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AJ,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AL,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AN,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AP,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AQ,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AR,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AS,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AT,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AU,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AW,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AX,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AY,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6AZ,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BA,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BB,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BD,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6BE,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6BG,Terminated,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BH,Terminated,E01022123,Cheltenham 010D E01022123,24845,8
GL51 6BL,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6BN,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BP,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6BQ,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6BS,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6BT,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6BU,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6BW,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BX,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BY,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6BZ,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DA,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DB,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DD,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DE,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DF,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DG,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DH,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DJ,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DL,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DN,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DP,Terminated,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6DQ,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DT,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6DU,Terminated,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6DW,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6DX,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6DY,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6DZ,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6EA,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EB,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6ED,Terminated,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EE,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EF,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EG,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EH,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EJ,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EL,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EN,Terminated,E01022173,Cheltenham 013G E01022173,12487,4
GL51 6EP,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EQ,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6ER,Live,E01022173,Cheltenham 013G E01022173,12487,4
GL51 6ES,Terminated,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6ET,Live,E01022173,Cheltenham 013G E01022173,12487,4
GL51 6EU,Live,E01022173,Cheltenham 013G E01022173,12487,4
GL51 6EW,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6EX,Terminated,E01022173,Cheltenham 013G E01022173,12487,4
GL51 6EY,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6EZ,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6FY,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6HA,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HB,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HD,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HE,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6HF,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HG,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6HH,Terminated,E01022173,Cheltenham 013G E01022173,12487,4
GL51 6HJ,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HP,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HQ,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6HR,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HS,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HT,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HU,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6HX,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6HY,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6HZ,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JA,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JB,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JD,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JE,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JF,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JG,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JH,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JJ,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JL,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JN,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JP,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JQ,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6JR,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JS,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JT,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JU,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JW,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JX,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JY,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6JZ,Live,E01022167,Cheltenham 013A E01022167,32398,10
GL51 6LD,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6LF,Terminated,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LG,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LH,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LJ,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LL,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LN,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LP,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LQ,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LR,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LS,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LW,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LX,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LY,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6LZ,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NA,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NB,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6ND,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NL,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6NN,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NP,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NQ,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6NR,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NS,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NT,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NU,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NW,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NX,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6NY,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6NZ,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6PA,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PB,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PD,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PE,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PF,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PG,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PH,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PJ,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PL,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6PN,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6PP,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PQ,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PR,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6PS,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6PT,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6PU,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6PW,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6PX,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6PY,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6PZ,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL51 6QA,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QB,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6QD,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QE,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6QF,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QG,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QH,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QJ,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6QL,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6QN,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6QP,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6QQ,Terminated,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QR,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6QS,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QT,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QU,Terminated,E01022135,Cheltenham 011A E01022135,30282,10
GL51 6QW,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6QY,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6QZ,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6RA,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RB,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RD,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RE,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RF,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RG,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RH,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RL,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RN,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RP,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RR,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RS,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RT,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RU,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RW,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RX,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RY,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6RZ,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SA,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SB,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SD,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SE,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SF,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SG,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SH,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SJ,Live,E01022123,Cheltenham 010D E01022123,24845,8
GL51 6SQ,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SY,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6SZ,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6TA,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6TN,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6TP,Terminated,E01022106,Cheltenham 010A E01022106,31040,10
GL51 6TS,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6TT,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6TW,Live,E01022168,Cheltenham 013B E01022168,31940,10
GL51 6TX,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6TY,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6TZ,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6UA,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6UB,Terminated,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6UD,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6UE,Live,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6UF,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6UG,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6UH,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6UJ,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6UL,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL51 6UP,Live,E01022108,Cheltenham 010C E01022108,26444,9
GL51 6XB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6XH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6XY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6XZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YG,Terminated,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6YH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YJ,Terminated,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6YL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YP,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YS,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YT,Terminated,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6YU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YW,Terminated,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6YX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6YY,Terminated,E01022107,Cheltenham 010B E01022107,28507,9
GL51 6YZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 6ZN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 7AA,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AB,Terminated,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AD,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AE,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AF,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AG,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AH,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AJ,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7AL,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7AN,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7AP,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7AQ,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7AR,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7AS,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 7AT,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 7AU,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 7AW,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7AX,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 7AY,Live,E01022106,Cheltenham 010A E01022106,31040,10
GL51 7AZ,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BA,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BB,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BD,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BE,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BG,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BH,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BJ,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BL,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL51 7BP,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BQ,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BS,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BU,Live,E01022149,Cheltenham 007B E01022149,10745,4
GL51 7BX,Live,E01022149,Cheltenham 007B E01022149,10745,4
GL51 7BY,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7BZ,Terminated,E01022149,Cheltenham 007B E01022149,10745,4
GL51 7DA,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DB,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DD,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DE,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DF,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DG,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DH,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DJ,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DL,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DN,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DP,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DQ,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DR,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DS,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DT,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DU,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DW,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DX,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7DY,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7DZ,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7EA,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7EB,Terminated,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7ED,Terminated,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7EE,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7EF,Live,E01022149,Cheltenham 007B E01022149,10745,4
GL51 7EG,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7EH,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7EJ,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7EL,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7EN,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7EP,Live,E01022149,Cheltenham 007B E01022149,10745,4
GL51 7EQ,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7ER,Live,E01022149,Cheltenham 007B E01022149,10745,4
GL51 7ES,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7ET,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7EU,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7EW,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7EX,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7EY,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7EZ,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HA,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HB,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HD,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HE,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HF,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HG,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HH,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HJ,Live,E01022148,Cheltenham 007A E01022148,16221,5
GL51 7HL,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HN,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HP,Terminated,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HQ,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HR,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HS,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HT,Live,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HU,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7HW,Terminated,E01022147,Cheltenham 005C E01022147,2101,1
GL51 7HX,Live,E01022150,Cheltenham 007C E01022150,14455,5
GL51 7JB,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JD,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JE,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JF,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JG,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JH,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JJ,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JL,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JN,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JP,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JQ,Live,E01022157,Cheltenham 005D E01022157,6826,3
GL51 7JR,Live,E01022157,Cheltenham 005D E01022157,6826,3
